name,discountPrice,oldPrice,discount,image,rating,category,merchant
"Stone TV Guard AC,FRIDGE,TV Surge Protector","₦ 4,800","₦ 9,000",47%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/1143941/1.jpg?3845,4.5 out of 5(119),electronic supplies power protection,Express Shipping
Duravolt DV 2000VA Relay Automatic Voltage Stabilizer,"₦ 43,999","₦ 44,000",1%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/248046/1.jpg?8425,4.5 out of 5(281),electronic supplies power protection,Express Shipping
Duravolt 1KVA Automatic Voltage Stabilizer,"₦ 33,998","₦ 39,100",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/551646/1.jpg?8904,4.3 out of 5(266),electronic supplies power protection,Express Shipping
Blue Gate UPS 653KVA Elite Pro Backup,"₦ 45,000","₦ 49,999",10%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/513854/1.jpg?0299,3.9 out of 5(93),electronic supplies power protection,Express Shipping
TV Guard Voltage Protection Adaptor - WHITE,"₦ 4,200","₦ 5,000",16%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/195977/1.jpg?8592,4.3 out of 5(127),electronic supplies power protection,not available
Binatone 30 AMP Automatic Voltage Protector (AVP-3000) - White,"₦ 18,760",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/325358/1.jpg?3323,4.2 out of 5(188),electronic supplies power protection,Express Shipping
Stone 13A TV/Fridge Guard Against Over-Voltage & Lightning Spikes,"₦ 4,850","₦ 6,700",28%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/0379501/1.jpg?9589,4.6 out of 5(54),electronic supplies power protection,not available
Stone TV/DVD Guard And Fridge Guard Voltage Protection,"₦ 8,000","₦ 15,500",48%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/1557811/1.jpg?1688,3.9 out of 5(37),electronic supplies power protection,not available
Mercury Maverick 850VA UPS,"₦ 55,700",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/199006/1.jpg?9964,4.3 out of 5(60),electronic supplies power protection,not available
TV Guard Voltage Protection Adaptor - WHITE,"₦ 4,200","₦ 4,900",14%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/436576/1.jpg?0849,4.3 out of 5(306),electronic supplies power protection,not available
Duravolt 2KVA Wall Mount Automatic Voltage Stabilizer (DV 2000i),"₦ 51,999","₦ 59,199",12%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/719759/1.jpg?4663,4.3 out of 5(94),electronic supplies power protection,Express Shipping
Blue Gate BLUEGATE UPS REPLACEMENT BATTERY 12V/7A,"₦ 15,299","₦ 21,450",29%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/810964/1.jpg?5870,4.3 out of 5(141),electronic supplies power protection,Express Shipping
"Mini DC UPS/ Backup Battery(12 Volts, 10000mAh) For Routers,CCTV,Phones,POS,Access Point,","₦ 28,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/4767932/1.jpg?3625,4.9 out of 5(7),electronic supplies power protection,not available
Stone TV Fridge Guard Surge Protector 13A,"₦ 5,000","₦ 9,600 - ₦ 16,500",70%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/283877/1.jpg?2009,4.3 out of 5(12),electronic supplies power protection,not available
Mini DC UPS 8800mAh POE,"₦ 25,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/289267/1.jpg?4422,4.3 out of 5(20),electronic supplies power protection,not available
Surge Protector Extension Box With Free Adapter,"₦ 6,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/7526212/1.jpg?6099,5 out of 5(1),electronic supplies power protection,not available
Stone TV/DVD Guard And Fridge Guard Voltage Protection,"₦ 7,990","₦ 8,900",10%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3083821/1.jpg?8005,4.7 out of 5(73),electronic supplies power protection,not available
Surge Protection Extension Socket,"₦ 7,500","₦ 7,900",5%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/436576/1.jpg?5023,4.2 out of 5(34),electronic supplies power protection,not available
Mini DC UPS 8800mAh POE-430P,"₦ 25,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/0357932/1.jpg?2779,4.8 out of 5(8),electronic supplies power protection,not available
D-Marc NEW 2023 TV Guard Voltage Protection Adaptor Digital Display,"₦ 7,900","₦ 10,000",21%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/3583622/1.jpg?8662,4.4 out of 5(9),electronic supplies power protection,not available
Blue Gate 12V / 9Ah Long Life UPS Replacement Battery,"₦ 19,999","₦ 23,000",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/680917/1.jpg?3856,3.9 out of 5(28),electronic supplies power protection,Express Shipping
Fridge Guard 13Amp +TV/Audio-Guard 13Amp (combo),"₦ 7,000","₦ 10,000",30%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/165367/1.jpg?2540,4.2 out of 5(19),electronic supplies power protection,not available
Surge Protector Extension Socket Extension Box,"₦ 8,500","₦ 11,000",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/607999/1.jpg?6903,3.9 out of 5(12),electronic supplies power protection,not available
10000MAH Mini UPS Battery Backup/Router Power Bank.,"₦ 29,500","₦ 32,000",8%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3838022/1.jpg?1052,4.6 out of 5(16),electronic supplies power protection,not available
Standard TV/DVD/FRIDGE Voltage Regulator White,"₦ 4,200","₦ 30,000",86%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/6487331/1.jpg?9529,5 out of 5(3),electronic supplies power protection,not available
Marsriva Smart Mini DC UPS 10000mAh,"₦ 28,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/5498211/1.jpg?1017,4.6 out of 5(24),electronic supplies power protection,not available
Qasa Wall Mount Stabilizer. Model AVR Pro 1.5HP,"₦ 63,600","₦ 79,000",19%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/930663/1.jpg?2249,4.4 out of 5(74),electronic supplies power protection,not available
Mercury Maverick 1050VA UPS,"₦ 81,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/170106/1.jpg?8005,4.7 out of 5(7),electronic supplies power protection,not available
4 WAY EXTENSION SOCKET WITH 3 USB PORT.,"₦ 4,880",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/009783/1.jpg?9810,3.8 out of 5(31),electronic supplies power protection,not available
OVER VOLTAGE/UNDER VOLTAGE SURGE PROTECTOR,"₦ 11,000","₦ 12,000",8%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2049171/1.jpg?9475,5 out of 5(2),electronic supplies power protection,not available
TV Guard Voltage Protection Adaptor - WHITE,"₦ 5,000","₦ 8,000",38%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/4348932/1.jpg?2630,5 out of 5(7),electronic supplies power protection,not available
Fridge Guard Voltage Protection,"₦ 4,200","₦ 5,000",16%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/316576/1.jpg?9329,4 out of 5(12),electronic supplies power protection,not available
Adjustable High Voltage Low Voltage Surge Protection,"₦ 12,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/315377/1.jpg?9353,3.9 out of 5(12),electronic supplies power protection,not available
TV Fridge Guard Voltage Surge Protector,"₦ 5,000 - ₦ 29,900","₦ 7,500 - ₦ 30,500",33%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/566507/1.jpg?8093,4.3 out of 5(4),electronic supplies power protection,not available
STONE-TECH A/c Surge Protector - 20a With Digital Display Function,"₦ 8,700",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/2622151/1.jpg?6995,4.1 out of 5(7),electronic supplies power protection,not available
Duravolt DV 2000i (2kva) Automatic Voltage Stabilizer Wall Mount,"₦ 55,500","₦ 79,000",30%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/135559/1.jpg?1439,4 out of 5(1),electronic supplies power protection,not available
Duravolt DV 5000va (5kva) Relay Automatic Voltage Stabilizer,"₦ 94,000","₦ 127,000",26%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/722757/1.jpg?5106,4.5 out of 5(23),electronic supplies power protection,not available
"Extension Box - Surge Protector With 5-USB Port,6 PLUGS,1-PD","₦ 9,900","₦ 10,000",1%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3945311/1.jpg?0360,4.1 out of 5(11),electronic supplies power protection,not available
Blue Gate UPS 653KVA Backup With Internal AVR,"₦ 55,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/064925/1.jpg?0174,3.9 out of 5(7),electronic supplies power protection,not available
"Multipurpose Router, CCTV WiFi/Phone Power Bank -10000mah","₦ 29,999","₦ 32,000",6%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/3594022/1.jpg?9121,4.8 out of 5(4),electronic supplies power protection,not available
ELECTRONIC MUSICAL PLAY TELEPHONE WITH LIGHT,"₦ 3,999","₦ 5,000",20%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/500448/1.jpg?8758,not available,electronic accessories supplies,not available
Bluetooth Noise Cancellation Wireless Headphone,"₦ 13,991",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/9407601/1.jpg?3288,4.4 out of 5(63),electronic accessories supplies,not available
35W  Iphone Usb-c To Lightning PD Fast Lightning Charger,"₦ 5,300","₦ 10,000",47%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/2412111/1.jpg?0738,4.2 out of 5(205),electronic accessories supplies,not available
P47 IMPROVED 5.0 Wireless Bluetooth Stereo Foldable Headset,"₦ 5,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/6407601/1.jpg?9676,3.8 out of 5(54),electronic accessories supplies,not available
itel 3 Sockets Extension Box (ISU-1331WL) -White,"₦ 5,000","₦ 7,590",34%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/8187051/1.jpg?9499,4.7 out of 5(139),electronic accessories supplies,Express Shipping
MXQ PRO 4K Android 11 Smart TV Box,"₦ 26,300","₦ 37,000",29%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/2661052/1.jpg?1947,3.9 out of 5(35),electronic accessories supplies,Express Shipping
Qasa 12V 4.5Ah Pin Type Rechargeable Fan Replacement Battery,"₦ 12,990","₦ 12,999",1%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/942454/1.jpg?0941,4.4 out of 5(340),electronic accessories supplies,Express Shipping
Live Streaming Vlogging Kit LED Video Light Tripod Phone Holder + Microphone For YouTube/Tiktok/Facebook/Camera,"₦ 15,950","₦ 34,000",53%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/3161251/1.jpg?0497,4 out of 5(12),electronic accessories supplies,not available
Universal Power Adapter Converter Travel Socket Charger Plug,"₦ 3,700","₦ 4,000",8%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/3079001/1.jpg?5903,4.5 out of 5(111),electronic accessories supplies,not available
Gotv REMOTE CONTROL FOR GoTV DECODER,"₦ 1,699","₦ 2,699",37%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/731817/1.jpg?0245,4.3 out of 5(312),electronic accessories supplies,Express Shipping
Wireless Music Strong Wireless INFINIX Earbuds Bluetooth Headphones Earpöd Earpiece Fingerprint Touch Control  Bass Iphone Headset,"₦ 9,799","₦ 28,600",66%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/7459891/1.jpg?1267,3.8 out of 5(53),electronic accessories supplies,not available
"Stone TV Guard AC,FRIDGE,TV Surge Protector","₦ 4,800","₦ 9,000",47%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/1143941/1.jpg?3845,4.5 out of 5(119),electronic accessories supplies,Express Shipping
Foldable Bluetooth Headphones/Earphones,"₦ 8,500","₦ 10,000",15%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/1093352/1.jpg?6690,3.3 out of 5(24),electronic accessories supplies,not available
Duravolt DV 2000VA Relay Automatic Voltage Stabilizer,"₦ 43,999","₦ 44,000",1%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/248046/1.jpg?8425,4.5 out of 5(281),electronic accessories supplies,Express Shipping
P47 IMPROVED 5.0 Wireless Bluetooth Stereo Foldable Headset,"₦ 5,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/6407601/1.jpg?9557,3.6 out of 5(81),electronic accessories supplies,not available
Power Pod Bluetooth Wireless Noise Cancelling Earpóds Fingerprint 5 3 Headphones Touch Cancellation Earphones 5 0 For Ear Iphone Earbuds And Android Earpiece Airpóds Slide Wireless Headset Pod,"₦ 14,990","₦ 15,900",6%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/3530942/1.jpg?2886,3.7 out of 5(31),electronic accessories supplies,not available
Ring Light And Tripod Stand 10 Inch,"₦ 9,000","₦ 15,000",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/5802902/1.jpg?2015,4.2 out of 5(69),electronic accessories supplies,Express Shipping
Qasa Rechargeable Fan Replacement Battery 6V 4.5Ah (Pin Type),"₦ 6,999","₦ 7,999",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/874454/1.jpg?5220,4 out of 5(117),electronic accessories supplies,Express Shipping
D Marc Wall Bracket For TV / Television Shelf - 15-32-39-40-42- TV / WALL Hanger/bracket/ 0028,"₦ 2,350","₦ 5,000",53%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/3272032/1.jpg?5236,4.3 out of 5(43),electronic accessories supplies,Express Shipping
"10"" Inches Ring Light With Phone Holder & Tripod Stand","₦ 10,800",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/2025031/1.jpg?7314,4.1 out of 5(42),electronic accessories supplies,not available
WALL BRACKET FOR TV / TELEVISION - 32- 39 - 40-42-46-48-49-50-55-58’-60-65-70-75-78-80- TELEVISION TV WALL HANGER / BRACKET,"₦ 2,999","₦ 5,700",47%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/3114612/1.jpg?7096,4.3 out of 5(38),electronic accessories supplies,Express Shipping
T20 Portable LED Mini Projector 1080P 320x240Pixels,"₦ 39,990","₦ 67,570",41%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/8485881/1.jpg?9443,3.9 out of 5(35),electronic accessories supplies,Express Shipping
Havit H633BT Wireless Headphone - Bluetooth Stereo Headset,"₦ 18,500","₦ 19,000",3%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/6994102/1.jpg?0977,4.6 out of 5(59),electronic accessories supplies,not available
Professional LED Video Light Photography Light Panel,"₦ 31,880","₦ 63,760",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/0807302/1.jpg?6288,4.6 out of 5(17),electronic accessories supplies,Express Shipping
Wireless Bluetooth Headphone Foldable Headset- Black,"₦ 8,290","₦ 9,490",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/2977821/1.jpg?0012,3.8 out of 5(26),electronic accessories supplies,not available
Ringlight - Tripod Ring Light - Ringlight With BT Remote,"₦ 10,999","₦ 45,000",76%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/303927/1.jpg?3609,4.1 out of 5(73),electronic accessories supplies,not available
Zealot B570 Digital Led Display BLUETOOTH Headphones,"₦ 10,500","₦ 20,000",48%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3278501/1.jpg?3358,3.8 out of 5(43),electronic accessories supplies,not available
Realme Wireless Wireless Earbuds Bluetooth Headphones Earpöds Earpiece Fingerprint Touch Control  5 3 Bass Iphone Headset 5 0,"₦ 7,299","₦ 17,000",57%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/5997202/1.jpg?4958,4.4 out of 5(16),electronic accessories supplies,not available
Wireless Music Wireless Earbuds Bluetooth Headphones Earpod Earpiece Fingerprint Touch Control Iphone Headset,"₦ 6,700","₦ 8,000",16%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/1424612/1.jpg?0861,3.5 out of 5(11),electronic accessories supplies,not available
Tripod Stand Adjustable Phone Camera Live Streaming Stand Holder + Bluetooth Remote Control,"₦ 11,662","₦ 17,499",33%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/4173032/1.jpg?1667,3.2 out of 5(22),electronic accessories supplies,Express Shipping
